mordred,rdkdes,pubchem,MACCS,RDK7,RDK6,avalon,FCFP4,FCFP2,RDK5,FCFP6,ECFP6,ECFP2,ECFP4
0.0,0.00015749737771730832,0.046788594110201975,0.06391131007396589,0.07062915890084931,0.07747411542577143,0.08564691658157564,0.09547689736423337,0.10216193582356925,0.1033271974230695,0.1143475297917147,0.16129343422626674,0.18313472225991134,0.20760493369205668
-0.00015749737771730832,0.0,0.04663109673248467,0.06375381269624858,0.070471661523132,0.07731661804805412,0.08548941920385833,0.09531939998651606,0.10200443844585194,0.1031697000453522,0.11419003241399739,0.16113593684854943,0.18297722488219403,0.20744743631433937
-0.046788594110201975,-0.04663109673248467,0.0,0.017122715963763913,0.023840564790647334,0.030685521315569453,0.03885832247137366,0.048688303254031395,0.055373341713367275,0.05653860331286753,0.06755893568151272,0.11450484011606477,0.13634612814970937,0.1608163395818547
-0.06391131007396589,-0.06375381269624858,-0.017122715963763913,0.0,0.006717848826883421,0.01356280535180554,0.02173560650760975,0.03156558729026748,0.03825062574960336,0.03941588734910362,0.05043621971774881,0.09738212415230085,0.11922341218594545,0.1436936236180908
-0.07062915890084931,-0.070471661523132,-0.023840564790647334,-0.006717848826883421,0.0,0.006844956524922119,0.015017757680726329,0.02484773846338406,0.03153277692271994,0.032698038522220196,0.04371837089086539,0.09066427532541743,0.11250556335906203,0.13697577479120737
-0.07747411542577143,-0.07731661804805412,-0.030685521315569453,-0.01356280535180554,-0.006844956524922119,0.0,0.00817280115580421,0.018002781938461943,0.02468782039779782,0.025853081997298077,0.03687341436594327,0.08381931880049531,0.10566060683413991,0.13013081826628525
-0.08564691658157564,-0.08548941920385833,-0.03885832247137366,-0.02173560650760975,-0.015017757680726329,-0.00817280115580421,0.0,0.009829980782657732,0.01651501924199361,0.017680280841493867,0.02870061321013906,0.0756465176446911,0.0974878056783357,0.12195801711048104
-0.09547689736423337,-0.09531939998651606,-0.048688303254031395,-0.03156558729026748,-0.02484773846338406,-0.018002781938461943,-0.009829980782657732,0.0,0.006685038459335879,0.007850300058836135,0.018870632427481326,0.06581653686203337,0.08765782489567797,0.11212803632782331
-0.10216193582356925,-0.10200443844585194,-0.055373341713367275,-0.03825062574960336,-0.03153277692271994,-0.02468782039779782,-0.01651501924199361,-0.006685038459335879,0.0,0.0011652615995002558,0.012185593968145447,0.05913149840269749,0.08097278643634209,0.10544299786848743
-0.1033271974230695,-0.1031697000453522,-0.05653860331286753,-0.03941588734910362,-0.032698038522220196,-0.025853081997298077,-0.017680280841493867,-0.007850300058836135,-0.0011652615995002558,0.0,0.011020332368645192,0.057966236803197235,0.07980752483684184,0.10427773626898718
-0.1143475297917147,-0.11419003241399739,-0.06755893568151272,-0.05043621971774881,-0.04371837089086539,-0.03687341436594327,-0.02870061321013906,-0.018870632427481326,-0.012185593968145447,-0.011020332368645192,0.0,0.046945904434552044,0.06878719246819665,0.09325740390034198
-0.16129343422626674,-0.16113593684854943,-0.11450484011606477,-0.09738212415230085,-0.09066427532541743,-0.08381931880049531,-0.0756465176446911,-0.06581653686203337,-0.05913149840269749,-0.057966236803197235,-0.046945904434552044,0.0,0.0218412880336446,0.04631149946578994
-0.18313472225991134,-0.18297722488219403,-0.13634612814970937,-0.11922341218594545,-0.11250556335906203,-0.10566060683413991,-0.0974878056783357,-0.08765782489567797,-0.08097278643634209,-0.07980752483684184,-0.06878719246819665,-0.0218412880336446,0.0,0.02447021143214534
-0.20760493369205668,-0.20744743631433937,-0.1608163395818547,-0.1436936236180908,-0.13697577479120737,-0.13013081826628525,-0.12195801711048104,-0.11212803632782331,-0.10544299786848743,-0.10427773626898718,-0.09325740390034198,-0.04631149946578994,-0.02447021143214534,0.0
