ECFP2,ECFP4,ECFP6,FCFP6,FCFP2,FCFP4,pubchem,avalon,MACCS,RDK6,mordred,RDK5,rdkdes,RDK7
0.0,-0.161527217531237,-0.3616197938043002,-0.6760892407161307,-0.9520519528949949,-1.0745619430612838,-1.0754425615076628,-1.2375636271876151,-1.2502941105498127,-1.3706694302151685,-1.4274002372744754,-1.4313765245864383,-1.5500670278052229,-1.5979899893523344
0.161527217531237,0.0,-0.2000925762730632,-0.5145620231848937,-0.7905247353637579,-0.9130347255300468,-0.9139153439764258,-1.0760364096563781,-1.0887668930185757,-1.2091422126839315,-1.2658730197432384,-1.2698493070552013,-1.3885398102739859,-1.4364627718210974
0.3616197938043002,0.2000925762730632,0.0,-0.31446944691183054,-0.5904321590906947,-0.7129421492569836,-0.7138227677033626,-0.8759438333833149,-0.8886743167455124,-1.0090496364108683,-1.0657804434701752,-1.069756730782138,-1.1884472340009227,-1.2363701955480342
0.6760892407161307,0.5145620231848937,0.31446944691183054,0.0,-0.27596271217886414,-0.3984727023451531,-0.3993533207915321,-0.5614743864714844,-0.5742048698336819,-0.6945801894990378,-0.7513109965583447,-0.7552872838703075,-0.8739777870890921,-0.9219007486362036
0.9520519528949949,0.7905247353637579,0.5904321590906947,0.27596271217886414,0.0,-0.12250999016628894,-0.12339060861266793,-0.28551167429262025,-0.29824215765481776,-0.4186174773201736,-0.4753482843794805,-0.4793245716914434,-0.598015074910228,-0.6459380364573395
1.0745619430612838,0.9130347255300468,0.7129421492569836,0.3984727023451531,0.12250999016628894,0.0,-0.000880618446378989,-0.16300168412633131,-0.17573216748852882,-0.2961074871538847,-0.3528382942131916,-0.35681458152515444,-0.47550508474393904,-0.5234280462910506
1.0754425615076628,0.9139153439764258,0.7138227677033626,0.3993533207915321,0.12339060861266793,0.000880618446378989,0.0,-0.16212106567995233,-0.17485154904214983,-0.2952268687075057,-0.3519576757668126,-0.35593396307877545,-0.47462446629756005,-0.5225474278446716
1.2375636271876151,1.0760364096563781,0.8759438333833149,0.5614743864714844,0.28551167429262025,0.16300168412633131,0.16212106567995233,0.0,-0.012730483362197509,-0.13310580302755337,-0.18983661008686026,-0.19381289739882313,-0.31250340061760773,-0.36042636216471924
1.2502941105498127,1.0887668930185757,0.8886743167455124,0.5742048698336819,0.29824215765481776,0.17573216748852882,0.17485154904214983,0.012730483362197509,0.0,-0.12037531966535586,-0.17710612672466275,-0.18108241403662562,-0.2997729172554102,-0.34769587880252173
1.3706694302151685,1.2091422126839315,1.0090496364108683,0.6945801894990378,0.4186174773201736,0.2961074871538847,0.2952268687075057,0.13310580302755337,0.12037531966535586,0.0,-0.05673080705930689,-0.060707094371269754,-0.17939759759005436,-0.22732055913716587
1.4274002372744754,1.2658730197432384,1.0657804434701752,0.7513109965583447,0.4753482843794805,0.3528382942131916,0.3519576757668126,0.18983661008686026,0.17710612672466275,0.05673080705930689,0.0,-0.003976287311962867,-0.12266679053074747,-0.17058975207785898
1.4313765245864383,1.2698493070552013,1.069756730782138,0.7552872838703075,0.4793245716914434,0.35681458152515444,0.35593396307877545,0.19381289739882313,0.18108241403662562,0.060707094371269754,0.003976287311962867,0.0,-0.1186905032187846,-0.1666134647658961
1.5500670278052229,1.3885398102739859,1.1884472340009227,0.8739777870890921,0.598015074910228,0.47550508474393904,0.47462446629756005,0.31250340061760773,0.2997729172554102,0.17939759759005436,0.12266679053074747,0.1186905032187846,0.0,-0.04792296154711151
1.5979899893523344,1.4364627718210974,1.2363701955480342,0.9219007486362036,0.6459380364573395,0.5234280462910506,0.5225474278446716,0.36042636216471924,0.34769587880252173,0.22732055913716587,0.17058975207785898,0.1666134647658961,0.04792296154711151,0.0
